/home/duartecdias/simData/IMG/center_2025_04_13_13_21_32_249.jpg,/home/duartecdias/simData/IMG/left_2025_04_13_13_21_32_249.jpg,/home/duartecdias/simData/IMG/right_2025_04_13_13_21_32_249.jpg,0,0,0,0.9435251
/home/duartecdias/simData/IMG/center_2025_04_13_13_21_32_368.jpg,/home/duartecdias/simData/IMG/left_2025_04_13_13_21_32_368.jpg,/home/duartecdias/simData/IMG/right_2025_04_13_13_21_32_368.jpg,0,0,0,0.9285113
/home/duartecdias/simData/IMG/center_2025_04_13_13_21_32_494.jpg,/home/duartecdias/simData/IMG/left_2025_04_13_13_21_32_494.jpg,/home/duartecdias/simData/IMG/right_2025_04_13_13_21_32_494.jpg,0,0,0,0.9112229
/home/duartecdias/simData/IMG/center_2025_04_13_13_21_32_617.jpg,/home/duartecdias/simData/IMG/left_2025_04_13_13_21_32_617.jpg,/home/duartecdias/simData/IMG/right_2025_04_13_13_21_32_617.jpg,0,0,0,0.8965971
/home/duartecdias/simData/IMG/center_2025_04_13_13_21_32_741.jpg,/home/duartecdias/simData/IMG/left_2025_04_13_13_21_32_741.jpg,/home/duartecdias/simData/IMG/right_2025_04_13_13_21_32_741.jpg,0,0.1902151,0,1.036909
/home/duartecdias/simData/IMG/center_2025_04_13_13_21_32_862.jpg,/home/duartecdias/simData/IMG/left_2025_04_13_13_21_32_862.jpg,/home/duartecdias/simData/IMG/right_2025_04_13_13_21_32_862.jpg,-0.04511278,0.5587142,0,1.668123
/home/duartecdias/simData/IMG/center_2025_04_13_13_21_32_985.jpg,/home/duartecdias/simData/IMG/left_2025_04_13_13_21_32_985.jpg,/home/duartecdias/simData/IMG/right_2025_04_13_13_21_32_985.jpg,-0.04511278,0.9264987,0,2.864051
/home/duartecdias/simData/IMG/center_2025_04_13_13_21_33_106.jpg,/home/duartecdias/simData/IMG/left_2025_04_13_13_21_33_106.jpg,/home/duartecdias/simData/IMG/right_2025_04_13_13_21_33_106.jpg,-0.04511278,1,0,4.264596
/home/duartecdias/simData/IMG/center_2025_04_13_13_21_33_230.jpg,/home/duartecdias/simData/IMG/left_2025_04_13_13_21_33_230.jpg,/home/duartecdias/simData/IMG/right_2025_04_13_13_21_33_230.jpg,-0.04511278,1,0,5.655541
/home/duartecdias/simData/IMG/center_2025_04_13_13_21_33_348.jpg,/home/duartecdias/simData/IMG/left_2025_04_13_13_21_33_348.jpg,/home/duartecdias/simData/IMG/right_2025_04_13_13_21_33_348.jpg,0,0.825484,0,6.914876
/home/duartecdias/simData/IMG/center_2025_04_13_13_21_33_471.jpg,/home/duartecdias/simData/IMG/left_2025_04_13_13_21_33_471.jpg,/home/duartecdias/simData/IMG/right_2025_04_13_13_21_33_471.jpg,0,0.4579535,0,7.652699
/home/duartecdias/simData/IMG/center_2025_04_13_13_21_33_593.jpg,/home/duartecdias/simData/IMG/left_2025_04_13_13_21_33_593.jpg,/home/duartecdias/simData/IMG/right_2025_04_13_13_21_33_593.jpg,0,0.09090066,0,7.854788
/home/duartecdias/simData/IMG/center_2025_04_13_13_21_33_715.jpg,/home/duartecdias/simData/IMG/left_2025_04_13_13_21_33_715.jpg,/home/duartecdias/simData/IMG/right_2025_04_13_13_21_33_715.jpg,0,0.1822107,0,7.883716
/home/duartecdias/simData/IMG/center_2025_04_13_13_21_33_835.jpg,/home/duartecdias/simData/IMG/left_2025_04_13_13_21_33_835.jpg,/home/duartecdias/simData/IMG/right_2025_04_13_13_21_33_835.jpg,0,0.5430093,0,8.421305
/home/duartecdias/simData/IMG/center_2025_04_13_13_21_33_956.jpg,/home/duartecdias/simData/IMG/left_2025_04_13_13_21_33_956.jpg,/home/duartecdias/simData/IMG/right_2025_04_13_13_21_33_956.jpg,0,0.905724,0,9.473351
/home/duartecdias/simData/IMG/center_2025_04_13_13_21_34_083.jpg,/home/duartecdias/simData/IMG/left_2025_04_13_13_21_34_083.jpg,/home/duartecdias/simData/IMG/right_2025_04_13_13_21_34_083.jpg,-0.2105263,1,0,10.77847
/home/duartecdias/simData/IMG/center_2025_04_13_13_21_34_206.jpg,/home/duartecdias/simData/IMG/left_2025_04_13_13_21_34_206.jpg,/home/duartecdias/simData/IMG/right_2025_04_13_13_21_34_206.jpg,-0.2255639,1,0,11.84278
/home/duartecdias/simData/IMG/center_2025_04_13_13_21_34_321.jpg,/home/duartecdias/simData/IMG/left_2025_04_13_13_21_34_321.jpg,/home/duartecdias/simData/IMG/right_2025_04_13_13_21_34_321.jpg,-0.2255639,1,0,13.2591
/home/duartecdias/simData/IMG/center_2025_04_13_13_21_34_442.jpg,/home/duartecdias/simData/IMG/left_2025_04_13_13_21_34_442.jpg,/home/duartecdias/simData/IMG/right_2025_04_13_13_21_34_442.jpg,-0.2255639,1,0,14.69781
